기업,구분,항목,Dec-22,Dec-23,Dec-24,2025/12(E),2026/12(E),2027/12(E),23,24,25,26,27
CNT85,연결,  전년동기대비(%),-16.94,56.39,33.62,,,,-433%,-40%,-100%,#DIV/0!,#DIV/0!
CNT85,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CNT85,연결,영업이익(억원),15.28,8.81,-14.07,,,,-42%,-260%,-100%,#DIV/0!,#DIV/0!
CNT85,연결,  전년동기대비(%),흑전,-42.34,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
CNT85,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CNT85,연결,당기순이익(억원),13.76,83.67,-13.49,,,,508%,-116%,-100%,#DIV/0!,#DIV/0!
CNT85,연결,  전년동기대비(%),흑전,508.07,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
CNT85,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CR홀딩스,연결,매출액(억원),"7,980.40","8,169.04","8,108.32",,,,2%,-1%,-100%,#DIV/0!,#DIV/0!
CR홀딩스,연결,  전년동기대비(%),6.93,2.36,-0.74,,,,-66%,-131%,-100%,#DIV/0!,#DIV/0!
CR홀딩스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CR홀딩스,연결,영업이익(억원),225.98,394.15,174.38,,,,74%,-56%,-100%,#DIV/0!,#DIV/0!
CR홀딩스,연결,  전년동기대비(%),-31.81,74.42,-55.76,,,,-334%,-175%,-100%,#DIV/0!,#DIV/0!
CR홀딩스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CR홀딩스,연결,당기순이익(억원),495.76,268.58,24.71,,,,-46%,-91%,-100%,#DIV/0!,#DIV/0!
CR홀딩스,연결,  전년동기대비(%),48.45,-45.82,-90.8,,,,-195%,98%,-100%,#DIV/0!,#DIV/0!
CR홀딩스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CS,연결,매출액(억원),351.83,336.61,371.72,,,,-4%,10%,-100%,#DIV/0!,#DIV/0!
CS,연결,  전년동기대비(%),-14.38,-4.33,10.43,,,,-70%,-341%,-100%,#DIV/0!,#DIV/0!
CS,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CS,연결,영업이익(억원),-41.34,-15.77,-2,,,,-62%,-87%,-100%,#DIV/0!,#DIV/0!
CS,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
CS,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CS,연결,당기순이익(억원),-34.8,-6.82,10.97,,,,-80%,-261%,-100%,#DIV/0!,#DIV/0!
CS,연결,  전년동기대비(%),적지,적지,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
CS,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CSA 코스믹,연결,매출액(억원),611.99,445.87,363.81,,,,-27%,-18%,-100%,#DIV/0!,#DIV/0!
CSA 코스믹,연결,  전년동기대비(%),1.5,-27.14,-18.4,,,,-1909%,-32%,-100%,#DIV/0!,#DIV/0!
CSA 코스믹,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CSA 코스믹,연결,영업이익(억원),-92.66,-59.08,-37.74,,,,-36%,-36%,-100%,#DIV/0!,#DIV/0!
CSA 코스믹,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
CSA 코스믹,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CSA 코스믹,연결,당기순이익(억원),-122.52,-66.03,-59.73,,,,-46%,-10%,-100%,#DIV/0!,#DIV/0!
CSA 코스믹,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
CSA 코스믹,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CS홀딩스,연결,매출액(억원),"1,752.66","1,719.65","1,419.51",,,,-2%,-17%,-100%,#DIV/0!,#DIV/0!
CS홀딩스,연결,  전년동기대비(%),10.22,-1.88,-17.45,,,,-118%,828%,-100%,#DIV/0!,#DIV/0!
CS홀딩스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CS홀딩스,연결,영업이익(억원),156.32,191.29,223.14,,,,22%,17%,-100%,#DIV/0!,#DIV/0!
CS홀딩스,연결,  전년동기대비(%),-20.44,22.37,16.65,,,,-209%,-26%,-100%,#DIV/0!,#DIV/0!
CS홀딩스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
CS홀딩스,연결,당기순이익(억원),187.88,221.46,378.53,,,,18%,71%,-100%,#DIV/0!,#DIV/0!
CS홀딩스,연결,  전년동기대비(%),-10.81,17.87,70.92,,,,-265%,297%,-100%,#DIV/0!,#DIV/0!
CS홀딩스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB,연결,매출액(억원),"4,013.46","4,585.84","5,874.36",,,,14%,28%,-100%,#DIV/0!,#DIV/0!
DB,연결,  전년동기대비(%),22.77,14.26,28.1,,,,-37%,97%,-100%,#DIV/0!,#DIV/0!
DB,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB,연결,영업이익(억원),236.09,370.23,296.27,,,,57%,-20%,-100%,#DIV/0!,#DIV/0!
DB,연결,  전년동기대비(%),0.58,56.82,-19.98,,,,9697%,-135%,-100%,#DIV/0!,#DIV/0!
DB,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB,연결,당기순이익(억원),57.13,203.05,927.86,,,,255%,357%,-100%,#DIV/0!,#DIV/0!
DB,연결,  전년동기대비(%),-73.68,255.42,356.96,,,,-447%,40%,-100%,#DIV/0!,#DIV/0!
DB,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB금융스팩12호,연결,영업수익(억원),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
DB금융스팩12호,연결,  전년동기대비(%),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
DB금융스팩12호,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB금융스팩12호,연결,영업이익(억원),,,-0.56,,,,#DIV/0!,#DIV/0!,-100%,#DIV/0!,#DIV/0!
DB금융스팩12호,연결,  전년동기대비(%),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
DB금융스팩12호,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB금융스팩12호,연결,당기순이익(억원),,,1.03,,,,#DIV/0!,#DIV/0!,-100%,#DIV/0!,#DIV/0!
DB금융스팩12호,연결,  전년동기대비(%),,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
DB금융스팩12호,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB손해보험,연결,보험료수익(억원),"139,618.57","147,562.08","158,936.60",,,,6%,8%,-100%,#DIV/0!,#DIV/0!
DB손해보험,연결,  전년동기대비(%),-14.81,5.69,7.71,,,,-138%,36%,-100%,#DIV/0!,#DIV/0!
DB손해보험,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB손해보험,연결,영업이익(억원),"27,260.47","22,349.98","24,249.26","23,810","25,590",,-18%,8%,-2%,7%,-100%
DB손해보험,연결,  전년동기대비(%),145.94,-18.01,8.5,-1.81,7.48,,-112%,-147%,-121%,-513%,-100%
DB손해보험,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB손해보험,연결,당기순이익(억원),"20,394.82","17,423.79","18,532.17","17,650","18,450","19,990",-15%,6%,-5%,5%,8%
DB손해보험,연결,  전년동기대비(%),133.64,-14.57,6.36,-4.76,4.53,8.35,-111%,-144%,-175%,-195%,84%
DB손해보험,연결,  컨센서스대비(%),112,,-6.07,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB증권,연결,순영업수익(억원),"2,505.25","2,660.62","3,397.04",,,,6%,28%,-100%,#DIV/0!,#DIV/0!
DB증권,연결,  전년동기대비(%),-41.4,6.2,27.68,,,,-115%,346%,-100%,#DIV/0!,#DIV/0!
DB증권,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB증권,연결,영업이익(억원),238.24,212.96,618.59,,,,-11%,190%,-100%,#DIV/0!,#DIV/0!
DB증권,연결,  전년동기대비(%),-85.95,-10.61,190.47,,,,-88%,-1895%,-100%,#DIV/0!,#DIV/0!
DB증권,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB증권,연결,당기순이익(억원),107.7,125.26,529.38,,,,16%,323%,-100%,#DIV/0!,#DIV/0!
DB증권,연결,  전년동기대비(%),-91.51,16.3,322.62,,,,-118%,1879%,-100%,#DIV/0!,#DIV/0!
DB증권,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DB하이텍,연결,매출액(억원),"16,694.77","11,542.24","11,311.68","12,925","14,091","16,120",-31%,-2%,14%,9%,14%
DB하이텍,연결,  전년동기대비(%),37.44,-30.86,-2,14.26,9.02,14.4,-182%,-94%,-813%,-37%,60%
DB하이텍,연결,  컨센서스대비(%),-2.84,-0.21,0.44,-,-,-,-93%,-310%,#VALUE!,#VALUE!,#VALUE!
DB하이텍,연결,영업이익(억원),"7,618.85","2,654.37","1,908.39","2,579","3,373","3,840",-65%,-28%,35%,31%,14%
DB하이텍,연결,  전년동기대비(%),90.9,-65.16,-28.1,35.14,30.77,13.84,-172%,-57%,-225%,-12%,-55%
DB하이텍,연결,  컨센서스대비(%),-6.15,-6.21,-3.86,-,-,-,1%,-38%,#VALUE!,#VALUE!,#VALUE!
DB하이텍,연결,당기순이익(억원),"5,562.27","2,641.49","2,293.86","2,577","3,159","3,253",-53%,-13%,12%,23%,3%
DB하이텍,연결,  전년동기대비(%),75.53,-52.51,-13.16,12.34,22.57,2.99,-170%,-75%,-194%,83%,-87%
DB하이텍,연결,  컨센서스대비(%),-11.88,7.23,4.86,-,-,-,-161%,-33%,#VALUE!,#VALUE!,#VALUE!
DGI,연결,매출액(억원),258.73,133.92,213.61,,,,-48%,60%,-100%,#DIV/0!,#DIV/0!
DGI,연결,  전년동기대비(%),-5.67,-48.24,59.51,,,,751%,-223%,-100%,#DIV/0!,#DIV/0!
DGI,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DGI,연결,영업이익(억원),4.22,-43.92,5.03,,,,-1141%,-111%,-100%,#DIV/0!,#DIV/0!
DGI,연결,  전년동기대비(%),흑전,적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
DGI,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DGI,연결,당기순이익(억원),11.42,-50.35,12,,,,-541%,-124%,-100%,#DIV/0!,#DIV/0!
DGI,연결,  전년동기대비(%),흑전,적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
DGI,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DGP,연결,매출액(억원),335.37,182,117.96,,,,-46%,-35%,-100%,#DIV/0!,#DIV/0!
DGP,연결,  전년동기대비(%),53.83,-45.73,-35.19,,,,-185%,-23%,-100%,#DIV/0!,#DIV/0!
DGP,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DGP,연결,영업이익(억원),-28.37,-47.55,-50.06,,,,68%,5%,-100%,#DIV/0!,#DIV/0!
DGP,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
DGP,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DGP,연결,당기순이익(억원),-177.74,-74.34,-135.21,,,,-58%,82%,-100%,#DIV/0!,#DIV/0!
DGP,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
DGP,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DH오토넥스,연결,매출액(억원),502.06,327.9,323.8,,,,-35%,-1%,-100%,#DIV/0!,#DIV/0!
DH오토넥스,연결,  전년동기대비(%),-89.19,-34.69,-1.25,,,,-61%,-96%,-100%,#DIV/0!,#DIV/0!
DH오토넥스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DH오토넥스,연결,영업이익(억원),-36.5,-299.46,-85.64,,,,720%,-71%,-100%,#DIV/0!,#DIV/0!
DH오토넥스,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
DH오토넥스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DH오토넥스,연결,당기순이익(억원),-242.86,"-1,771.63","1,135.30",,,,629%,-164%,-100%,#DIV/0!,#DIV/0!
DH오토넥스,연결,  전년동기대비(%),적전,적지,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
DH오토넥스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DH오토리드,연결,매출액(억원),"2,259.53","2,355.92","2,703.95",,,,4%,15%,-100%,#DIV/0!,#DIV/0!
DH오토리드,연결,  전년동기대비(%),26.26,4.27,14.77,,,,-84%,246%,-100%,#DIV/0!,#DIV/0!
DH오토리드,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DH오토리드,연결,영업이익(억원),223.16,157.75,165.39,,,,-29%,5%,-100%,#DIV/0!,#DIV/0!
DH오토리드,연결,  전년동기대비(%),96,-29.31,4.84,,,,-131%,-117%,-100%,#DIV/0!,#DIV/0!
DH오토리드,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DH오토리드,연결,당기순이익(억원),238.62,-75.46,22.99,,,,-132%,-130%,-100%,#DIV/0!,#DIV/0!
DH오토리드,연결,  전년동기대비(%),189.31,적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
DH오토리드,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DH오토웨어,연결,매출액(억원),"3,818.10","3,931.32","3,719.31",,,,3%,-5%,-100%,#DIV/0!,#DIV/0!
DH오토웨어,연결,  전년동기대비(%),14.62,2.97,-5.39,,,,-80%,-281%,-100%,#DIV/0!,#DIV/0!
DH오토웨어,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DH오토웨어,연결,영업이익(억원),23.21,27.76,18.96,,,,20%,-32%,-100%,#DIV/0!,#DIV/0!
DH오토웨어,연결,  전년동기대비(%),흑전,19.6,-31.7,,,,#VALUE!,-262%,-100%,#DIV/0!,#DIV/0!
DH오토웨어,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DH오토웨어,연결,당기순이익(억원),-44.99,6.51,-24.01,,,,-114%,-469%,-100%,#DIV/0!,#DIV/0!
DH오토웨어,연결,  전년동기대비(%),적지,흑전,적전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
DH오토웨어,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DI동일,연결,매출액(억원),"8,299.29","6,828.72","6,517.26","6,881","8,234","9,755",-18%,-5%,6%,20%,18%
DI동일,연결,  전년동기대비(%),2.07,-17.72,-4.56,5.58,19.66,18.47,-956%,-74%,-222%,252%,-6%
DI동일,연결,  컨센서스대비(%),,-10.03,-1.03,-,-,-,#DIV/0!,-90%,#VALUE!,#VALUE!,#VALUE!
DI동일,연결,영업이익(억원),447.54,63.05,78.11,88,239,438,-86%,24%,13%,172%,83%
DI동일,연결,  전년동기대비(%),-7.9,-85.91,23.89,12.66,171.59,83.26,987%,-128%,-47%,1255%,-51%
DI동일,연결,  컨센서스대비(%),,-30.71,-26.31,-,-,-,#DIV/0!,-14%,#VALUE!,#VALUE!,#VALUE!
DI동일,연결,당기순이익(억원),574.91,59.96,25.03,82,239,388,-90%,-58%,228%,191%,62%
DI동일,연결,  전년동기대비(%),24.08,-89.57,-58.26,227.61,191.46,62.34,-472%,-35%,-491%,-16%,-67%
DI동일,연결,  컨센서스대비(%),,-1.7,-70.2,-,-,-,#DIV/0!,4029%,#VALUE!,#VALUE!,#VALUE!
DKME,연결,매출액(억원),"1,056.74","1,372.51","1,366.24",,,,30%,0%,-100%,#DIV/0!,#DIV/0!
DKME,연결,  전년동기대비(%),30.94,29.88,-0.46,,,,-3%,-102%,-100%,#DIV/0!,#DIV/0!
DKME,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DKME,연결,영업이익(억원),129.37,128.84,100.22,,,,0%,-22%,-100%,#DIV/0!,#DIV/0!
DKME,연결,  전년동기대비(%),흑전,-0.41,-22.21,,,,#VALUE!,5317%,-100%,#DIV/0!,#DIV/0!
DKME,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DKME,연결,당기순이익(억원),112.78,127.51,22.82,,,,13%,-82%,-100%,#DIV/0!,#DIV/0!
DKME,연결,  전년동기대비(%),흑전,13.06,-82.1,,,,#VALUE!,-729%,-100%,#DIV/0!,#DIV/0!
DKME,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DL,연결,매출액(억원),"51,737.07","50,178.16","56,153.68","56,069","56,917","57,373",-3%,12%,0%,2%,1%
DL,연결,  전년동기대비(%),119.34,-3.01,11.91,-0.15,1.51,0.8,-103%,-496%,-101%,-1107%,-47%
DL,연결,  컨센서스대비(%),-0.37,-1.8,0.26,-,-,-,386%,-114%,#VALUE!,#VALUE!,#VALUE!
DL,연결,영업이익(억원),"2,844.71","1,506.96","4,125.18","4,333","5,088","5,260",-47%,174%,5%,17%,3%
DL,연결,  전년동기대비(%),47.27,-47.03,173.74,5.05,17.42,3.37,-199%,-469%,-97%,245%,-81%
DL,연결,  컨센서스대비(%),-21.64,25.2,-10.18,-,-,-,-216%,-140%,#VALUE!,#VALUE!,#VALUE!
DL,연결,당기순이익(억원),981.53,"-1,209.78",948.39,633,"2,176","2,460",-223%,-178%,-33%,244%,13%
DL,연결,  전년동기대비(%),-86.53,적전,흑전,-33.29,243.89,13.07,#VALUE!,#VALUE!,#VALUE!,-833%,-95%
DL,연결,  컨센서스대비(%),-40.8,적지,21.2,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
DL이앤씨,연결,매출액(억원),"74,968.24","79,910.64","83,184.42","77,703","81,812","89,159",7%,4%,-7%,5%,9%
DL이앤씨,연결,  전년동기대비(%),-1.77,6.59,4.1,-6.59,5.29,8.98,-472%,-38%,-261%,-180%,70%
DL이앤씨,연결,  컨센서스대비(%),-0.01,1.5,2.49,-,-,-,-15100%,66%,#VALUE!,#VALUE!,#VALUE!
DL이앤씨,연결,영업이익(억원),"4,969.65","3,306.59","2,709.45","4,619","5,592","6,469",-33%,-18%,70%,21%,16%
DL이앤씨,연결,  전년동기대비(%),-48.08,-33.46,-18.06,70.48,21.06,15.68,-30%,-46%,-490%,-70%,-26%
DL이앤씨,연결,  컨센서스대비(%),-4.88,-7.32,-0.02,-,-,-,50%,-100%,#VALUE!,#VALUE!,#VALUE!
DL이앤씨,연결,당기순이익(억원),"4,315.58","2,021.69","2,292.24","3,275","4,260","4,886",-53%,13%,43%,30%,15%
DL이앤씨,연결,  전년동기대비(%),-32.13,-53.15,13.38,42.86,30.09,14.69,65%,-125%,220%,-30%,-51%
DL이앤씨,연결,  컨센서스대비(%),-9.19,-27.83,37.74,-,-,-,203%,-236%,#VALUE!,#VALUE!,#VALUE!
DMS,연결,매출액(억원),"3,170.48","1,645.25","1,706.46",,,,-48%,4%,-100%,#DIV/0!,#DIV/0!
DMS,연결,  전년동기대비(%),40.66,-48.11,3.72,,,,-218%,-108%,-100%,#DIV/0!,#DIV/0!
DMS,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DMS,연결,영업이익(억원),535.42,289.21,345.62,,,,-46%,20%,-100%,#DIV/0!,#DIV/0!
DMS,연결,  전년동기대비(%),67.27,-45.98,19.5,,,,-168%,-142%,-100%,#DIV/0!,#DIV/0!
DMS,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DMS,연결,당기순이익(억원),325.02,293.09,403.14,,,,-10%,38%,-100%,#DIV/0!,#DIV/0!
DMS,연결,  전년동기대비(%),-7.69,-9.82,37.55,,,,28%,-482%,-100%,#DIV/0!,#DIV/0!
DMS,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DN오토모티브,연결,매출액(억원),"31,563.76","32,692.43","34,345.42",,,,4%,5%,-100%,#DIV/0!,#DIV/0!
DN오토모티브,연결,  전년동기대비(%),239.12,3.58,5.06,,,,-99%,41%,-100%,#DIV/0!,#DIV/0!
DN오토모티브,연결,  컨센서스대비(%),0.2,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DN오토모티브,연결,영업이익(억원),"4,215.28","4,903.90","5,229.17",,,,16%,7%,-100%,#DIV/0!,#DIV/0!
DN오토모티브,연결,  전년동기대비(%),370.22,16.34,6.63,,,,-96%,-59%,-100%,#DIV/0!,#DIV/0!
DN오토모티브,연결,  컨센서스대비(%),7.81,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DN오토모티브,연결,당기순이익(억원),"1,848.99","2,834.45","3,182.29",,,,53%,12%,-100%,#DIV/0!,#DIV/0!
DN오토모티브,연결,  전년동기대비(%),117.32,53.3,12.27,,,,-55%,-77%,-100%,#DIV/0!,#DIV/0!
DN오토모티브,연결,  컨센서스대비(%),-14.4,,,-,-,-,-100%,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DRB동일,연결,매출액(억원),"6,618.14","7,377.78","7,526.88",,,,11%,2%,-100%,#DIV/0!,#DIV/0!
DRB동일,연결,  전년동기대비(%),20.04,11.48,2.02,,,,-43%,-82%,-100%,#DIV/0!,#DIV/0!
DRB동일,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DRB동일,연결,영업이익(억원),121.1,358.46,218.7,,,,196%,-39%,-100%,#DIV/0!,#DIV/0!
DRB동일,연결,  전년동기대비(%),"1,995.16",196,-38.99,,,,-90%,-120%,-100%,#DIV/0!,#DIV/0!
DRB동일,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DRB동일,연결,당기순이익(억원),35.37,218.55,132.1,,,,518%,-40%,-100%,#DIV/0!,#DIV/0!
DRB동일,연결,  전년동기대비(%),흑전,517.9,-39.56,,,,#VALUE!,-108%,-100%,#DIV/0!,#DIV/0!
DRB동일,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DSC인베스트먼트,연결,영업수익(억원),337.75,335.65,386.27,,,,-1%,15%,-100%,#DIV/0!,#DIV/0!
DSC인베스트먼트,연결,  전년동기대비(%),9.41,-0.62,15.08,,,,-107%,-2532%,-100%,#DIV/0!,#DIV/0!
DSC인베스트먼트,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DSC인베스트먼트,연결,영업이익(억원),188.45,175.45,149.54,,,,-7%,-15%,-100%,#DIV/0!,#DIV/0!
DSC인베스트먼트,연결,  전년동기대비(%),13.43,-6.9,-14.77,,,,-151%,114%,-100%,#DIV/0!,#DIV/0!
DSC인베스트먼트,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DSC인베스트먼트,연결,당기순이익(억원),161.56,146.06,105.73,,,,-10%,-28%,-100%,#DIV/0!,#DIV/0!
DSC인베스트먼트,연결,  전년동기대비(%),0.38,-9.59,-27.61,,,,-2624%,188%,-100%,#DIV/0!,#DIV/0!
DSC인베스트먼트,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DSR,연결,매출액(억원),"3,674.57","2,910.95","2,998.09",,,,-21%,3%,-100%,#DIV/0!,#DIV/0!
DSR,연결,  전년동기대비(%),34.89,-20.78,2.99,,,,-160%,-114%,-100%,#DIV/0!,#DIV/0!
DSR,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DSR,연결,영업이익(억원),357.75,242.62,153.41,,,,-32%,-37%,-100%,#DIV/0!,#DIV/0!
DSR,연결,  전년동기대비(%),165.91,-32.18,-36.77,,,,-119%,14%,-100%,#DIV/0!,#DIV/0!
DSR,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
DSR,연결,당기순이익(억원),245.48,175.5,145.13,,,,-29%,-17%,-100%,#DIV/0!,#DIV/0!
DSR,연결,  전년동기대비(%),95.77,-28.51,-17.3,,,,-130%,-39%,-100%,#DIV/0!,#DIV/0!
DSR,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
